"Merit No.","MHT-CET Score","Branch","Gender","Candidate Category","Seat Type","College Name","Application ID"
"124887","47.9842799","Computer Science and Engineering","M","SEBC$#","@ GOPENH","Dr. V.K. Patil College of Engineering & Technology","EN24258495"
"125019","47.9842799","Computer Science and Engineering","F","SBC","& LOBCH","Dr. V.K. Patil College of Engineering & Technology","EN24280280"
"153309","27.8154230","Computer Science and Engineering","M","DT/VJ","& LVJH","Dr. V.K. Patil College of Engineering & Technology","EN24222715"
"158832","22.9747570","Computer Science and Engineering","M","SEBC","^ GSEBCH","Dr. V.K. Patil College of Engineering & Technology","EN24320347"
"159178","22.5020163","Computer Science and Engineering","M","OBC#","* GOBCH","Dr. V.K. Patil College of Engineering & Technology","EN24260835"
"163198","19.1366185","Computer Science and Engineering","M","SC","- GSCH","Dr. V.K. Patil College of Engineering & Technology","EN24296934"
"166257","16.1364215","Computer Science and Engineering","M","OBC","& GOBCH","Dr. V.K. Patil College of Engineering & Technology","EN24288884"
"177619","3.0027481","Computer Science and Engineering","M","OPEN","& GNT1H","Dr. V.K. Patil College of Engineering & Technology","EN24205117"
"111333","55.8763225","Computer Science and Engineering","M","OPEN"," GOPENO","Dr. V.K. Patil College of Engineering & Technology","EN24325334"
"116394","53.5178490","Computer Science and Engineering","F","SBC$#","@LOPENO","Dr. V.K. Patil College of Engineering & Technology","EN24314264"
"138055","39.2350823","Computer Science and Engineering","M","NT 3 (NT-D)"," GOPENO","Dr. V.K. Patil College of Engineering & Technology","EN24309390"
"143425","35.5925864","Computer Science and Engineering","F","SEBC$","^ LSEBCO","Dr. V.K. Patil College of Engineering & Technology","EN24325239"
"146315","33.5585964","Computer Science and Engineering","M","SC","& GOPENO","Dr. V.K. Patil College of Engineering & Technology","EN24300800"
"151889","28.8690743","Computer Science and Engineering","M","NT 2 (NT-C)","~ GOPENO","Dr. V.K. Patil College of Engineering & Technology","EN24161730"
"154929","27.1291039","Computer Science and Engineering","F","OPEN","*LSTO","Dr. V.K. Patil College of Engineering & Technology","EN24136920"
"155975","25.6482713","Computer Science and Engineering","M","NT 3 (NT-D)","* GOBCO","Dr. V.K. Patil College of Engineering & Technology","EN24259247"
"174475","7.1518960","Computer Science and Engineering","M","OPEN"," GNT30","Dr. V.K. Patil College of Engineering & Technology","EN24254878"
"136172","40.7306838","Computer Science and Engineering","M","OPEN","* DEFOPENS","Dr. V.K. Patil College of Engineering & Technology","EN24109460"
"100505","61.3261708","Computer Science and Engineering","M","OPEN"," EWS","Dr. V.K. Patil College of Engineering & Technology","EN24170135"
"109061","57.1959853","Computer Science and Engineering","M","OPEN","*EWS","Dr. V.K. Patil College of Engineering & Technology","EN24149428"
"117661","52.2046883","Computer Science and Engineering","M","OPEN"," EWS","Dr. V.K. Patil College of Engineering & Technology","EN24243707"
"129066","45.5219220","Computer Science and Engineering","M","OPEN"," EWS","Dr. V.K. Patil College of Engineering & Technology","EN24246067"
"130767","44.4778985","Computer Science and Engineering","M","OPEN","^EWS","Dr. V.K. Patil College of Engineering & Technology","EN24150281"
"162882","19.2570952","Computer Science and Engineering","M","OPEN","EWS","Dr. V.K. Patil College of Engineering & Technology","EN24247565"
"141019","57.2163252","Computer Science and Engineering","F","OPEN","- Al","Dr. V.K. Patil College of Engineering & Technology","EN24219145"
"90088","66.4751458","Electrical Engineering","M","OPEN","^ GOPENH","Dr. V.K. Patil College of Engineering & Technology","EN24228638"
"141268","37.2130338","Electrical Engineering","M","SC"," GOPENH","Dr. V.K. Patil College of Engineering & Technology","EN24267077"
"139015","38.8659877","Electrical Engineering","M","SEBC$","^ GOPENH","Dr. V.K. Patil College of Engineering & Technology","EN24319434"
"173088","8.8496667","Electrical Engineering","M","OBC","^ GOPENH","Dr. V.K. Patil College of Engineering & Technology","EN24253280"
"88709","67.2944770","Electrical Engineering","M","NT 2 (NT-C)","GOPENO","Dr. V.K. Patil College of Engineering & Technology","EN24248422"
"158174","24.0053974","Electrical Engineering","M","OPEN","^ LOPENO","Dr. V.K. Patil College of Engineering & Technology","EN24262360"
"151645","29.1560732","Mechanical Engineering","M","SC","^ GOPENH","Dr. V.K. Patil College of Engineering & Technology","EN24123159"
"157503","24.3094646","Mechanical Engineering","M","NT 2 (NT-C)$","GOPENH","Dr. V.K. Patil College of Engineering & Technology","EN24199431"
"174818","6.4656331","Mechanical Engineering","F","OPEN","^ LOPENH","Dr. V.K. Patil College of Engineering & Technology","EN24315067"
"160439","21.6221843","Mechanical Engineering","M","OBC","& GOPENH","Dr. V.K. Patil College of Engineering & Technology","EN24311438"
"123094","49.5130960","Mechanical Engineering","M","OBC$","& GOPENO","Dr. V.K. Patil College of Engineering & Technology","EN24311538"
"165925","16.2979967","Mechanical Engineering","M","OBC","* GOBCO","Dr. V.K. Patil College of Engineering & Technology","EN24129250"
"149759","30.9541920","Artificial Intelligence","F","OPEN"," EWS","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24234213"
"133743","42.2216419","Artificial Intelligence","M","OPEN","& EWS","Dr. V.K. Patil College of Engineering & Technology","EN24302759"
"137375","40.1066152","Artificial Intelligence","M","OPEN"," EWS","Dr. V.K. Patil College of Engineering & Technology","EN24188536"
"149447","30.9687071","Artificial Intelligence","M","OPEN","*EWS","Dr. V.K. Patil College of Engineering & Technology","EN24171928"
"100592","61.3261708","Computer Science and Engineering","F","NT 2 (NT-C)","* LOPENH","Mangaldeep College of Engineering","EN24324894"
"105692","59.0509185","Computer Science and Engineering","M","NT 3 (NT-D)","& GOPENH","Mangaldeep College of Engineering","EN24319262"
"126193","47.4207012","Computer Science and Engineering","F","OPEN","& LOPENH","Mangaldeep College of Engineering","EN24308764"
"134451","42.2200941","Computer Science and Engineering","M","DT/VJ$#","* GOPENH","Mangaldeep College of Engineering","EN24110730"
"134590","42.1597155","Computer Science and Engineering","F","SC","& LOPENH","Mangaldeep College of Engineering","EN24139226"
"134692","42.1597155","Computer Science and Engineering","F","NT 1 (NT-B)","- LOPENH","Mangaldeep College of Engineering","EN24149276"
"134778","42.1597155","Computer Science and Engineering","M","OPEN","^ GOPENH","Mangaldeep College of Engineering","EN24195753"
"149482","30.9687071","Computer Science and Engineering","M","OPEN","* GOPENH","Mangaldeep College of Engineering","EN24220084"
"151227","29.3071786","Computer Science and Engineering","M","OPEN","- GOPENH","Mangaldeep College of Engineering","EN24327986"
"151488","29.1560732","Computer Science and Engineering","M","OPEN","^ GOPENH","Mangaldeep College of Engineering","EN24189557"
"152332","28.7003692","Computer Science and Engineering","M","DT/VJ","- GOPENH","Mangaldeep College of Engineering","EN24320249"
"152979","27.9969458","Computer Science and Engineering","F","SC","- LOPENH","Mangaldeep College of Engineering","EN24149089"
"155399","25.7846411","Computer Science and Engineering","M","SC","- GOPENH","Mangaldeep College of Engineering","EN24186877"
"159620","22.2282247","Computer Science and Engineering","M","DT/VJ#","& GOPENH","Mangaldeep College of Engineering","EN24226090"
"162377","19.5522021","Computer Science and Engineering","M","DT/VJ","& GOPENH","Mangaldeep College of Engineering","EN24226442"
"165317","16.8882979","Computer Science and Engineering","M","DT/VJ#","& GOPENH","Mangaldeep College of Engineering","EN24225476"
"168752","13.6477530","Computer Science and Engineering","M","OPEN","* PWDOPEΝΗ","Mangaldeep College of Engineering","EN24271270"
"170118","11.9971742","Computer Science and Engineering","M","SEBC$#","* GOPENH","Mangaldeep College of Engineering","EN24255005"
"172202","9.6243746","Computer Science and Engineering","M","SC","- GOPENH","Mangaldeep College of Engineering","EN24323764"
"172792","9.2050034","Computer Science and Engineering","F","OBC$#","^ LOBCH","Mangaldeep College of Engineering","EN24325603"
"173184","8.8405987","Computer Science and Engineering","M","NT 3 (NT-D)","& GOPENH","Mangaldeep College of Engineering","EN24278235"
"175273","6.2116069","Computer Science and Engineering","F","NT 3 (NT-D)","& LOPENH","Mangaldeep College of Engineering","EN24314446"
"175370","6.1920774","Computer Science and Engineering","M","OPEN","& GOPENH","Mangaldeep College of Engineering","EN24300786"
"178207","2.2512917","Computer Science and Engineering","M","DT/VJ$","* GOPENH","Mangaldeep College of Engineering","EN24298470"
"179435","0.2784358","Computer Science and Engineering","F","OBC$","@LOPENH","Mangaldeep College of Engineering","EN24322536"
"117757","52.2046883","Computer Science and Engineering","F","SC$","ALSCH","Mangaldeep College of Engineering","EN24291802"
"144199","34.8626522","Computer Science and Engineering","M","DT/VJ","- GOPENH","Mangaldeep College of Engineering","EN24194302"
"146642","33.0999720","Computer Science and Engineering","M","NT 2 (NT-C)","& GOPENH","Mangaldeep College of Engineering","EN24297270"
"151392","29.3071786","Computer Science and Engineering","M","NT 1 (NT-B)","* GOPENH","Mangaldeep College of Engineering","EN24216716"
"159211","22.5020163","Computer Science and Engineering","M","DT/VJ","& GVJH","Mangaldeep College of Engineering","EN24192653"
"160361","21.6221843","Computer Science and Engineering","F","OBC","@LOBCH","Mangaldeep College of Engineering","EN24230269"
"163840","18.5767410","Computer Science and Engineering","M","DT/VJ","* GVJH","Mangaldeep College of Engineering","EN24128172"
"164046","18.5574725","Computer Science and Engineering","M","OBC","& GOBCH","Mangaldeep College of Engineering","EN24320832"
"167092","15.4906838","Computer Science and Engineering","F","OBC$","@LOBCH","Mangaldeep College of Engineering","EN24244100"
"172856","9.2050034","Computer Science and Engineering","M","SC$","& GSCH","Mangaldeep College of Engineering","EN24285775"
"174825","6.4656331","Computer Science and Engineering","M","NT 3 (NT-D)","& GN & GNT3H","Mangaldeep College of Engineering","EN24202745"
"174985","6.3063439","Computer Science and Engineering","M","SC$","- GSCH","Mangaldeep College of Engineering","EN24201234"
"176287","4.9021985","Computer Science and Engineering","F","SC","@LSCH","Mangaldeep College of Engineering","EN24280806"
"176819","4.0184508","Computer Science and Engineering","F","OBC","^ LOBCH","Mangaldeep College of Engineering","EN24194748"
"102814","60.2921536","Computer Science and Engineering","M","NT 2 (NT-C)","& GOPENO","Mangaldeep College of Engineering","EN24306929"
"121004","50.6004122","Computer Science and Engineering","M","DT/VJ","AGVJO","Mangaldeep College of Engineering","EN24186646"
"122498","49.6193645","Computer Science and Engineering","M","SBC","& GOPENO","Mangaldeep College of Engineering","EN24105546"
"126780","47.0113809","Computer Science and Engineering","F","OBC","- LOPENO","Mangaldeep College of Engineering","EN24229573"
"129226","45.4574846","Computer Science and Engineering","F","OBC","@LOBCO","Mangaldeep College of Engineering","EN24303474"
"130548","44.4778985","Computer Science and Engineering","F","NT 3 (NT-D)","& LOPENO","Mangaldeep College of Engineering","EN24130382"
"132460","43.4393889","Computer Science and Engineering","M","SC$","* GOPENO","Mangaldeep College of Engineering","EN24269272"
"136168","40.7306838","Computer Science and Engineering","F","OPEN","- LOPENO","Mangaldeep College of Engineering","EN24300052"
"142323","36.6283954","Computer Science and Engineering","F","NT 3 (NT-D)","- LNT30","Mangaldeep College of Engineering","EN24311814"
"148617","31.6234334","Computer Science and Engineering","M","OBC$#","& GOPENO","Mangaldeep College of Engineering","EN24305017"
"150971","29.6395567","Computer Science and Engineering","M","SEBC$"," GOPENO","Mangaldeep College of Engineering","EN24212552"
"153013","27.9969458","Computer Science and Engineering","M","SC$","* GOPENO","Mangaldeep College of Engineering","EN24277652"
"160824","21.4728090","Computer Science and Engineering","F","OBC","& LOBCO","Mangaldeep College of Engineering","EN24264312"
"170475","11.7157385","Computer Science and Engineering","F","NT 3 (NT-D)$","- GOPENO","Mangaldeep College of Engineering","EN24307333"
"173000","8.8496667","Computer Science and Engineering","M","DT/VJ","* GOBCO","Mangaldeep College of Engineering","EN24245993"
"176214","4.9090228","Computer Science and Engineering","M","NT 1 (NT-B)$","& GNT10","Mangaldeep College of Engineering","EN24102040"
"128097","46.2784017","Computer Science and Engineering","M","DT/VJ"," DEFOPENS","Mangaldeep College of Engineering","EN24283568"
"140245","38.4109612","Computer Science and Engineering","M","OPEN","& DEFOPENS","Mangaldeep College of Engineering","EN24218401"
"138728","59.8892661","Computer Science and Engineering","M","OPEN","* GNT2H","Mangaldeep College of Engineering","EN24132963"
"77760","27.2136862","Computer Science and Engineering","M","OPEN","* GNT1H","Mangaldeep College of Engineering","EN24109815"
"120668","72.2338818","Computer Science and Engineering","M","OPEN","- Al","Mangaldeep College of Engineering","EN24151717"
"178335","19.1366185","Computer Science and Engineering","M","OPEN","-Al","Mangaldeep College of Engineering","EN24278977"
"179251","18.1477824","Computer Science and Engineering","M","OPEN","AI","Mangaldeep College of Engineering","EN24163149"
"171008","11.4128678","Computer Science and Engineering","F","OPEN"," EWS","Mangaldeep College of Engineering","EN24297144"
"113095","54.7526673","Computer Science and Engineering","F","OPEN","* TFWS","Mangaldeep College of Engineering","EN24309818"
"139440","38.7773761","Computer Science and Engineering","F","OPEN","- TFWS","Mangaldeep College of Engineering","EN24171682"
"153259","27.8154230","Computer Science and Engineering","M","NT 1 (NT-B)","- TFWS","Mangaldeep College of Engineering","EN24277122"
"157932","24.0471793","Computer Science and Engineering","M","NT 3 (NT-D)#","* TFWS","Mangaldeep College of Engineering","EN24255314"
"164058","18.5574725","Computer Science and Engineering","M","OBC","& TFWS","Mangaldeep College of Engineering","EN24225231"
"164516","18.1477824","Computer Science and Engineering","M","OPEN","& TFWS","Mangaldeep College of Engineering","EN24302652"
"78772","71.5965758","Computer Science and Engineering","M","OBC","TFWS","Mangaldeep College of Engineering","EN24239931"
"122106","50.0353239","Computer Science and Engineering","M","SEBC$","& TFWS","Mangaldeep College of Engineering","EN24319710"
"130777","44.4778985","Computer Science and Engineering","F","OBC","& TFWS","Mangaldeep College of Engineering","EN24113424"
"147589","32.2475132","Computer Science and Engineering","M","OPEN","& TFWS","Mangaldeep College of Engineering","EN24142525"
"151733","28.8690743","Computer Science and Engineering","M","NT 3 (NT-D)","* TFWS","Mangaldeep College of Engineering","EN24154730"
"174508","7.1518960","Computer Science and Engineering","F","OPEN","& TFWS","Mangaldeep College of Engineering","EN24150769"
"94491","64.4664266","Computer Science","F","NT 3 (NT-D)","* LOPENH","Mangaldeep College of Engineering","EN24205597"
"97042","63.0759599","Computer Science","F","SBC","- LOPENH","Mangaldeep College of Engineering","EN24294123"
"101708","60.5467050","Computer Science","M","SEBC$","^ GOPENH","Mangaldeep College of Engineering","EN24308540"
"114560","54.0859766","Computer Science","F","NT 3 (NT-D)#","& LOPENH","Mangaldeep College of Engineering","EN24270020"
"122454","49.7949643","Computer Science","M","DT/VJ","~ GOPENH","Mangaldeep College of Engineering","EN24215638"
"129103","45.4574846","Computer Science","M","NT 3 (NT-D)","^ GOPENH","Mangaldeep College of Engineering","EN24185441"
"130975","44.3676458","Computer Science","M","OPEN","~ GOPENH","Mangaldeep College of Engineering","EN24313107"
"132094","43.5298862","Computer Science","M","NT 2 (NT-C)$"," GOPENH","Mangaldeep College of Engineering","EN24283380"
"137247","40.1066152","Computer Science","M","NT 3 (NT-D)","* GOPENH","Mangaldeep College of Engineering","EN24258183"
"141078","37.6014199","Computer Science","M","DT/VJ"," GOPENH","Mangaldeep College of Engineering","EN24136361"
"141340","37.2130338","Computer Science","M","NT 2 (NT-C)","& GOPENH","Mangaldeep College of Engineering","EN24308780"
"143676","35.3791065","Computer Science","M","NT 3 (NT-D)","- GOPENH","Mangaldeep College of Engineering","EN24152081"
"157254","24.4231968","Computer Science","M","OPEN","& GOPENH","Mangaldeep College of Engineering","EN24321519"
"161966","20.7289199","Computer Science","M","OPEN","^ PWDOPEΝΗ","Mangaldeep College of Engineering","EN24188028"
"164922","17.7533973","Computer Science","F","OPEN"," GOPENH","Mangaldeep College of Engineering","EN24171816"
"167503","15.1214416","Computer Science","M","OBC","GOPENH","Mangaldeep College of Engineering","EN24142553"
"172889","9.2050034","Computer Science","F","OBC","^ LOBCH","Mangaldeep College of Engineering","EN24305046"
"173811","7.8389114","Computer Science","M","SC$","& GOPENH","Mangaldeep College of Engineering","EN24179046"
"177138","3.7972607","Computer Science","F","SEBC$#","@LOPENH","Mangaldeep College of Engineering","EN24264087"
"0","11.8523703","Computer Science","M","SC","& GNT3H","Mangaldeep College of Engineering","EN24165875"
"97826","62.8733646","Computer Science","M","SC"," GSCH","Mangaldeep College of Engineering","EN24206350"
"127499","46.3657898","Computer Science","M","OBC","- PWDOBCH","Mangaldeep College of Engineering","EN24256757"
"128084","46.2784017","Computer Science","M","SC","* GOPENH","Mangaldeep College of Engineering","EN24225405"
"129810","44.8929536","Computer Science","M","OBC","& GOPENH","Mangaldeep College of Engineering","EN24247894"
"134907","41.8427081","Computer Science","M","OPEN","* PWDOPEΝΗ","Mangaldeep College of Engineering","EN24121694"
"135201","41.3261276","Computer Science","M","SC","@GOPENH","Mangaldeep College of Engineering","EN24110966"
"135384","41.3261276","Computer Science","M","OBC","@ GOPENH","Mangaldeep College of Engineering","EN24306937"
"148529","31.6234334","Computer Science","M","NT 2 (NT-C)","& GOPENH","Mangaldeep College of Engineering","EN24317419"
"155170","26.1271353","Computer Science","M","OBC","@GOPENH","Mangaldeep College of Engineering","EN24252450"
"155866","25.6482713","Computer Science","M","SC","* GSCH","Mangaldeep College of Engineering","EN24135453"
"164029","18.5574725","Computer Science","M","SC","@GSCH","Mangaldeep College of Engineering","EN24262766"
"168686","13.6477530","Computer Science","M","DT/VJ","& GVJH","Mangaldeep College of Engineering","EN24245596"
"76737","72.3242844","Computer Science","M","OPEN"," GOPENO","Mangaldeep College of Engineering","EN24102185"
"86073","68.2901694","Computer Science","M","SC","& GOPENO","Mangaldeep College of Engineering","EN24189963"
"95728","63.5258359","Computer Science","M","OBC","& GOPENO","Mangaldeep College of Engineering","EN24170801"
"99791","61.8908693","Computer Science","F","DT/VJ","^ GVJO","Mangaldeep College of Engineering","EN24276966"
"104391","60.0743746","Computer Science","M","OBC"," GOPENO","Mangaldeep College of Engineering","EN24138035"
"125041","47.9842799","Computer Science","F","OBC","* LOPENO","Mangaldeep College of Engineering","EN24297078"
"126077","47.4576949","Computer Science","F","OBC","@LOPENO","Mangaldeep College of Engineering","EN24305731"
"128713","45.5784574","Computer Science","F","SC","& LOPENO","Mangaldeep College of Engineering","EN24311557"
"136896","40.1585977","Computer Science","M","SC","& GOPENO","Mangaldeep College of Engineering","EN24167599"
"139565","38.7773761","Computer Science","M","NT 2 (NT-C)"," GNT20","Mangaldeep College of Engineering","EN24221517"
"148565","31.6234334","Computer Science","M","OPEN","& GOPENO","Mangaldeep College of Engineering","EN24301905"
"155073","26.1271353","Computer Science","M","OBC","@GOPENO","Mangaldeep College of Engineering","EN24117225"
"165881","16.2979967","Computer Science","M","SEBC$","& GSEBCO","Mangaldeep College of Engineering","EN24294912"
"167579","15.1214416","Computer Science","M","OBC$","~ GOBCO","Mangaldeep College of Engineering","EN24312238"
"174591","6.8903978","Computer Science","M","OPEN","& GOBCO","Mangaldeep College of Engineering","EN24163201"
"176458","4.6975681","Computer Science","M","OBC","* GOBCO","Mangaldeep College of Engineering","EN24178744"
"152663","28.3301002","Computer Science","M","OPEN","& DEFOPENS","Mangaldeep College of Engineering","EN24217575"
"167547","15.1214416","Computer Science","M","OPEN","& DEFOPENS","Mangaldeep College of Engineering","EN24115198"
"60177","46.1308076","Computer Science","M","OPEN","& GNT2H","Mangaldeep College of Engineering","EN24282633"
"75862","29.8015715","Computer Science","M","OPEN","& GNT2H","Mangaldeep College of Engineering","EN24316959"
"169456","30.8111882","Computer Science","M","OPEN","- Al","Mangaldeep College of Engineering","EN24257167"
"147427","32.2475132","Artificial Intelligence and Machine Learning","F","NT 2 (NT-C)","^ GOPENH","Mangaldeep College of Engineering","EN24303710"
"149461","30.9687071","Artificial Intelligence and Machine Learning","M","OBC","* GOPENH","Mangaldeep College of Engineering","EN24266073"
"158230","24.0053974","Artificial Intelligence and Machine Learning","M","OPEN","@ GOPENH","Mangaldeep College of Engineering","EN24317712"
"165886","16.2979967","Artificial Intelligence and Machine Learning","M","DT/VJ$","* GOPENH","Mangaldeep College of Engineering","EN24242705"
"177493","3.1263256","Artificial Intelligence and Machine Learning","M","OBC","^ GOBCH","Mangaldeep College of Engineering","EN24299567"
"137647","39.7481853","Artificial Intelligence and Machine Learning","M","NT 3 (NT-D)","- GNT3H","Mangaldeep College of Engineering","EN24272388"
"149393","30.9687071","Artificial Intelligence and Machine Learning","M","OPEN","& LOPENH","Mangaldeep College of Engineering","EN24243333"
"170114","11.9971742","Artificial Intelligence and Machine Learning","M","OBC","* GOBCH","Mangaldeep College of Engineering","EN24142614"
"130653","44.4778985","Artificial Intelligence and Machine Learning","M","OBC","@GOPENO","Mangaldeep College of Engineering","EN24163070"
"174167","7.5978015","Artificial Intelligence and Machine Learning","M","DT/VJ","- LVJO","Mangaldeep College of Engineering","EN24313700"
"180432","16.2423214","Artificial Intelligence and Machine Learning","M","DT/VJ","~ Al","Mangaldeep College of Engineering","EN24207316"
"74900","73.1237323","Artificial Intelligence and Machine Learning","M","OPEN","TFWS","Mangaldeep College of Engineering","EN24194106"
"131449","43.9565943","Artificial Intelligence and Machine Learning","F","OPEN","TFWS","Mangaldeep College of Engineering","EN24281566"
"129774","44.8929536","Computer Science and Engineering","M","OPEN"," GOPENH","Sant Eknath College of Engineering","EN24164615"
"149160","31.3198919","Computer Science and Engineering","M","DT/VJ","* GOPENH","Sant Eknath College of Engineering","EN24270995"
"154391","27.4048925","Computer Science and Engineering","F","OPEN","& LOPENH","Sant Eknath College of Engineering","EN24283785"
"157745","24.3027383","Computer Science and Engineering","F","OBC","- LOPENH","Sant Eknath College of Engineering","EN24292429"
"162970","19.2570952","Computer Science and Engineering","F","OBC","& LOPENH","Sant Eknath College of Engineering","EN24167653"
"165751","16.3513698","Computer Science and Engineering","M","SC"," GOPENH","Sant Eknath College of Engineering","EN24236202"
"170118","11.9971742","Computer Science and Engineering","M","SEBC$#","* GOPENH","Sant Eknath College of Engineering","EN24255005"
"172202","9.6243746","Computer Science and Engineering","M","SC","- GOPENH","Sant Eknath College of Engineering","EN24323764"
"172792","9.2050034","Computer Science and Engineering","F","OBC$#","^ LOBCH","Sant Eknath College of Engineering","EN24325603"
"173184","8.8405987","Computer Science and Engineering","M","NT 3 (NT-D)","& GOPENH","Sant Eknath College of Engineering","EN24278235"
"175273","6.2116069","Computer Science and Engineering","F","NT 3 (NT-D)","& LOPENH","Sant Eknath College of Engineering","EN24314446"
"175370","6.1920774","Computer Science and Engineering","M","OPEN","& GOPENH","Sant Eknath College of Engineering","EN24300786"
"178207","2.2512917","Computer Science and Engineering","M","DT/VJ$","* GOPENH","Sant Eknath College of Engineering","EN24298470"
"179435","0.2784358","Computer Science and Engineering","F","OBC$","@LOPENH","Sant Eknath College of Engineering","EN24322536"
"149928","30.8566205","Computer Science and Engineering","M","NT 2 (NT-C)","- GOPENH","Sant Eknath College of Engineering","EN24315932"
"156114","25.5936912","Computer Science and Engineering","M","NT 2 (NT-C)#","GOPENH","Sant Eknath College of Engineering","EN24315677"
"172823","9.2050034","Computer Science and Engineering","M","OBC","& GOPENH","Sant Eknath College of Engineering","EN24291179"
"111717","55.3559436","Computer Science and Engineering","F","OBC#","^ LOPENO","Sant Eknath College of Engineering","EN24217698"
"150160","30.8111882","Computer Science and Engineering","M","OBC","@ GOPENO","Sant Eknath College of Engineering","EN24211921"
"155966","25.6482713","Electrical Engineering","M","OPEN","& GOPENH","Sant Eknath College of Engineering","EN24282467"
"171144","11.0476830","Electrical Engineering","M","OPEN","* GOPENH","Sant Eknath College of Engineering","EN24266984"
"189847","72.8300000","Electrical Engineering","M","DT/VJ","& GNT1H","Sant Eknath College of Engineering","EN24327142"
"189900","71.4400000","Electrical Engineering","M","DT/VJ","& GNT2H","Sant Eknath College of Engineering","EN24327183"
"174027","7.7070408","Electrical Engineering","M","OPEN","ATFWS","Sant Eknath College of Engineering","EN24242825"
"174997","6.3063439","Electrical Engineering","M","OPEN","ATFWS","Sant Eknath College of Engineering","EN24190218"
"176280","4.9021985","Electrical Engineering","M","OPEN","* TFWS","Sant Eknath College of Engineering","EN24278227"
"143050","35.6703287","Mechanical Engineering","M","DT/VJ","^ GOPENH","Sant Eknath College of Engineering","EN24323965"
"150784","30.3265615","Mechanical Engineering","M","OPEN"," GOPENH","Sant Eknath College of Engineering","EN24310400"
"123001","49.5130960","Artificial Intelligence","F","OBC$","- LOPENH","Sant Eknath College of Engineering","EN24307402"
"141593","36.9291471","Artificial Intelligence","M","OPEN","* GOPENH","Sant Eknath College of Engineering","EN24177142"
"176363","4.7766958","Artificial Intelligence","M","OPEN","& GOPENH","Sant Eknath College of Engineering","EN24302565"
"0","51.4671199","Artificial Intelligence","M","OBC","& GNT1H","Sant Eknath College of Engineering","EN24115660"
"124806","47.9842799","Artificial Intelligence","F","OPEN","& LOPENH","Sant Eknath College of Engineering","EN24248917"
"145943","33.6953839","Artificial Intelligence","M","OBC","- GOPENH","Sant Eknath College of Engineering","EN24303422"
"159663","22.2282247","Artificial Intelligence","M","OPEN","& GOPENH","Sant Eknath College of Engineering","EN24263047"
"164623","18.1287777","Artificial Intelligence","F","SC$","& LOPENH","Sant Eknath College of Engineering","EN24140581"
"86205","68.1767082","Artificial Intelligence","M","OPEN","- GOPENO","Sant Eknath College of Engineering","EN24206827"
"128328","46.2784017","Artificial Intelligence","M","OBC","& GOPENO","Sant Eknath College of Engineering","EN24288892"
"149509","30.9687071","Artificial Intelligence","F","OBC#","& LOPENO","Sant Eknath College of Engineering","EN24291835"
"117290","52.5184688","Artificial Intelligence","M","OPEN","* EWS","Sant Eknath College of Engineering","EN24163239"
"96592","63.2340107","Computer Science and Engineering","M","SEBC$","TFWS","Sant Eknath College of Engineering","EN24317289"
"125995","47.4576949","Computer Science and Engineering","F","OBC","& TFWS","Sant Eknath College of Engineering","EN24240024"
"143291","35.5925864","Computer Science and Engineering","M","SEBC$","* TFWS","Sant Eknath College of Engineering","EN24156813"
"146076","33.6953839","Computer Science and Engineering","F","OPEN","& TFWS","Sant Eknath College of Engineering","EN24154566"
"148291","31.6884901","Computer Science and Engineering","F","OPEN","^ TFWS","Sant Eknath College of Engineering","EN24249669"
"153826","27.5123271","Computer Science and Engineering","F","NT 2 (NT-C)$#"," TFWS","Sant Eknath College of Engineering","EN24310809"
"227","99.9085771","Civil Engineering","M","SC","GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24132340"
"2162","99.2159715","Civil Engineering","M","OPEN","GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24108735"
"3690","98.7237999","Civil Engineering","M","OPEN","* GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24282628"
"3822","98.6660572","Civil Engineering","M","OPEN","~ GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24115886"
"3833","98.6660572","Civil Engineering","M","OPEN","& GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24272471"
"4042","98.5995678","Civil Engineering","M","OPEN","GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24133074"
"4379","98.5025876","Civil Engineering","M","OPEN","- GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24239182"
"4389","98.4966052","Civil Engineering","M","OPEN","GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24144148"
"4617","98.4208777","Civil Engineering","M","OBC","* GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24162381"
"4834","98.3505694","Civil Engineering","M","OPEN","- GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24185033"
"4902","98.3309085","Civil Engineering","M","OPEN"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24143371"
