"Merit No.","MHT-CET Score","Branch","Gender","Candidate Category","Seat Type","College Name","Application ID"
"31289","89.3907269","Computer Science and Engineering","F","SEBC","^ LOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24300491"
"32275","89.1051648","Computer Science and Engineering","F","OPEN","* LOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24188658"
"32751","88.9034341","Computer Science and Engineering","M","OPEN","^ GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24285163"
"34998","88.1228442","Computer Science and Engineering","F","SEBC$","^ LOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24198808"
"35218","88.0535835","Computer Science and Engineering","F","SC","* GSTH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24209490"
"35678","88.0156813","Computer Science and Engineering","F","OPEN","^ LOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24155888"
"35701","87.9526086","Computer Science and Engineering","M","OPEN","^ GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24130423"
"36892","87.4749583","Computer Science and Engineering","M","OPEN","& LSTH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24100617"
"38999","86.7139959","Computer Science and Engineering","M","SEBC","^ GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24101308"
"40552","86.1433391","Computer Science and Engineering","F","SEBC","^ LOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24268008"
"40903","86.0863663","Computer Science and Engineering","F","OPEN"," LOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24183467"
"41313","85.8772819","Computer Science and Engineering","F","OBC","* GOBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24310108"
"41633","85.7790463","Computer Science and Engineering","M","SEBC$","^ GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24269471"
"41859","85.5352459","Computer Science and Engineering","F","SEBC$","~ LOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24314518"
"41970","85.5052176","Computer Science and Engineering","M","SEBC","^ GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24280403"
"42123","85.4556860","Computer Science and Engineering","M","SEBC$#","^ GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24179833"
"44744","84.5942451","Computer Science and Engineering","M","OBC","- GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24247909"
"45098","84.5242070","Computer Science and Engineering","M","OBC"," GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24285930"
"46401","84.0259309","Computer Science and Engineering","M","SEBC$","~ GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24271022"
"46734","83.8465891","Computer Science and Engineering","F","SEBC$","^ LOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24156021"
"47453","83.6393990","Computer Science and Engineering","M","SEBC$#","- GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24300376"
"47879","83.5380246","Computer Science and Engineering","M","OPEN"," GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24275670"
"47936","83.5380246","Computer Engineering","F","SC"," LSCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24222219"
"48147","83.5073164","Computer Science and Engineering","M","OBC$"," GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24288535"
"48364","83.4700421","Computer Science and Engineering","M","OBC","- GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24295139"
"48633","83.1983982","Computer Science and Engineering","F","OBC","^ PWDOBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24270839"
"49181","82.9978985","Computer Science and Engineering","F","OPEN"," GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24285989"
"50165","82.7090241","Computer Science and Engineering","F","SC","^LSCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24166699"
"50247","82.7090241","Computer Science and Engineering","M","DT/VJ","- GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24270625"
"50687","82.5540242","Computer Science and Engineering","M","OPEN","- GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24221543"
"50813","82.4751693","Computer Science and Engineering","F","OBC","ALOBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24223446"
"51985","81.9801476","Computer Science and Engineering","F","OPEN","- GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24153293"
"52036","81.9801476","Computer Science and Engineering","M","OBC","^ GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24188763"
"52665","81.7887587","Computer Science and Engineering","F","OPEN","- LSTH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24320627"
"52796","81.7658119","Computer Science and Engineering","M","SEBC","^ GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24272968"
"53155","81.7098306","Computer Science and Engineering","M","SEBC"," GSEBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24286913"
"53434","81.4941569","Computer Science and Engineering","M","OBC","- GOPENH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24248912"
"53881","81.3738935","Computer Science and Engineering","M","OPEN","^ GSTH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24269078"
"54305","81.2084441","Computer Science and Engineering","M","SEBC$"," GSEBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24263122"
"54853","81.0378274","Computer Science and Engineering","F","OBC","^ LOBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24219194"
"55301","80.7840564","Computer Science and Engineering","M","OPEN","- GSTH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24266876"
"55509","80.7413807","Computer Science and Engineering","M","NT 2 (NT-C)","^ GNT2H","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24215415"
"56899","80.2358012","Computer Science and Engineering","M","OBC","- GOBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24172446"
"57116","80.0921435","Computer Science and Engineering","F","NT 2 (NT-C)","- GNT2H","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24176936"
"57458","80.0033580","Computer Science and Engineering","M","SEBC"," GSEBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24143475"
"57528","80.0033580","Computer Science and Engineering","F","SEBC","ALSEBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24284494"
"57767","79.9360013","Computer Science and Engineering","F","OBC","^ LOBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24139508"
"57771","79.9360013","Computer Science and Engineering","F","NT 2 (NT-C)","^ GNT2H","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24281009"
"57779","79.9360013","Computer Science and Engineering","M","SC"," GSCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24215202"
"57815","79.9360013","Computer Science and Engineering","M","OBC","^ PWDOPENΗ","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24237787"
"58232","79.7465759","Computer Science and Engineering","M","NT 1 (NT-B)","AGNT1H","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24282678"
"58337","79.6526596","Computer Science and Engineering","M","OBC#"," GOBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24129613"
"58559","79.5290328","Computer Science and Engineering","M","SEBC"," GSEBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24150343"
"58605","79.5290328","Computer Science and Engineering","F","OPEN"," GSTH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24138317"
"59350","79.3458895","Computer Science and Engineering","M","OBC"," GOBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24175101"
"59670","79.1872032","Computer Science and Engineering","F","OBC","^ LOBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24275920"
"59796","79.1318865","Computer Science and Engineering","M","SEBC","^ GSEBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24311271"
"59852","79.1318865","Computer Science and Engineering","M","OBC"," GOBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24175923"
"60082","79.0646435","Computer Science and Engineering","M","OBC"," GOBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24270136"
"60233","78.9969285","Computer Science and Engineering","F","OBC","- GOBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24215876"
"60375","78.9561170","Computer Science and Engineering","F","SEBC","^ LSEBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24306133"
"60406","78.9561170","Computer Science and Engineering","F","SEBC$","~ PWDSEBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24257555"
"60869","78.9120215","Computer Science and Engineering","M","OBC","^ GOBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24201607"
"61034","78.5613347","Computer Science and Engineering","F","OBC"," GOBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24176858"
"61712","78.2152555","Computer Science and Engineering","M","DT/VJ","- GVJH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24292487"
"63193","77.8250739","Computer Science and Engineering","M","OBC","- GOBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24259991"
"63879","77.7152332","Computer Science and Engineering","M","SC","AGSCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24199752"
"64171","77.5959933","Computer Science and Engineering","M","NT 1 (NT-B)"," GNT1H","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24289507"
"64519","77.2074577","Computer Science and Engineering","F","OBC"," GOBCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24197816"
"66664","76.4789025","Computer Science and Engineering","M","SC","^ GSCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24162539"
"66684","76.4789025","Computer Science and Engineering","M","SC"," GSCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24209651"
"66963","76.3630319","Computer Science and Engineering","F","NT 3 (NT-D)","- GNT3H","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24288869"
"68415","75.7359803","Computer Science and Engineering","F","DT/VJ"," LVJH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24263409"
"69005","75.3591206","Computer Science and Engineering","F","SC","ALSCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24154554"
"71125","74.5088207","Computer Science and Engineering","M","SC","- GSCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24117387"
"73687","73.5848302","Computer Science and Engineering","M","NT 3 (NT-D)","* GNT3H","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24146784"
"73989","73.4468855","Computer Science and Engineering","M","SC"," GSCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24188988"
"76233","72.6095528","Computer Science and Engineering","F","NT 1 (NT-B)","*LNT1H","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24145665"
"79595","71.1376941","Computer Science and Engineering","M","SC","^ PWDSCH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24209060"
"82833","69.7639628","Computer Science and Engineering","F","SC","AGSCH","CSMSS Chh. Sahu College of Engineering, Aurangabad","EN24209020"
"174130","7.5978015","Computer Science and Engineering","M","SEBC/PH1","^ PWDOPEΝΗ","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24220410"
"137938","39.5390798","Computer Science and Engineering","F","ST","& LSTH","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24320794"
"19342","93.5379106","Computer Science and Engineering","M","OPEN"," GOPENO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24148969"
"21781","92.7108008","Computer Science and Engineering","F","OBC","- LOPENO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24188242"
"30943","89.5416770","Computer Science and Engineering","F","SBC","& GOPENO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24145174"
"34120","88.5063490","Computer Science and Engineering","M","OPEN","& GSTO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24139991"
"34776","88.1575410","Computer Science and Engineering","M","OBC","* GOBCO","CSMSS Chh. Sahu College of Engineering, Aurangabad","EN24182547"
"39632","86.4506380","Computer Science and Engineering","M","OBC"," GOPENO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24230213"
"40132","86.2190813","Computer Science and Engineering","F","OPEN","^ LOPENO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24237910"
"43136","85.2572473","Computer Science and Engineering","F","OPEN"," LOPENO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24276104"
"44986","84.5731157","Computer Science and Engineering","F","SC","ALSCO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24214466"
"45142","84.5242070","Computer Science and Engineering","M","NT 3 (NT-D)","- LSTO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24299988"
"47514","83.6393990","Computer Science and Engineering","M","OBC"," GOPENO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24149370"
"47823","83.5380246","Computer Science and Engineering","F","OBC","- LOPENO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24256542"
"48978","83.0327460","Computer Science and Engineering","M","SC"," GOPENO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24100716"
"49410","82.8590175","Computer Science and Engineering","M","OPEN"," GOPENO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24288458"
"49504","82.8590175","Computer Science and Engineering","F","SEBC","^ GOPENO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24203487"
"49949","82.7776364","Computer Science and Engineering","M","SC"," GSCO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24177671"
"49969","82.7776364","Computer Science and Engineering","F","OPEN","^ GOPENO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24255062"
"51578","82.1766955","Computer Science and Engineering","M","OBC","~ GOBCO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24287847"
"51595","82.1766955","Computer Science and Engineering","F","DT/VJ","- GVJO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24188401"
"52971","81.7098306","Computer Science and Engineering","F","SEBC"," GSEBCO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24292833"
"53693","81.3894523","Computer Science and Engineering","M","SEBC$"," GSEBCO","CSMSS Chh. Sahu College of Engineering, Aurangabad","EN24301539"
"56052","80.5896708","Computer Science and Engineering","M","OBC"," GOBCO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24136934"
"57125","80.0921435","Computer Science and Engineering","F","OBC","- LOBCO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24104769"
"57939","79.8240416","Computer Science and Engineering","F","NT 2 (NT-C)","^ LNT20","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24248313"
"59466","79.3458895","Computer Science and Engineering","M","NT 3 (NT-D)"," GNT30","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24147954"
"72401","74.1162962","Computer Science and Engineering","F","SC","~ GSCO","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24182798"
"30692","89.6809750","Computer Science and Engineering","M","OBC","* DEFOBCS","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24198082"
"67032","76.2466193","Computer Science and Engineering","M","SC"," DEFSCS","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24210650"
"71327","74.5088207","Computer Science and Engineering","M","Open/DEF2"," DEFOPENS","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24240885"
"72106","74.2767378","Computer Science and Engineering","M","SEBC/DEF1","DEFSEBCS","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24160798"
"81467","70.4817329","Computer Science and Engineering","F","T 3 (NT-D)/DEF1","DEFOPENS","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24170057"
"140390","38.0295157","Computer Science and Engineering","M","OBC$/DEF1","* DEFROBCS","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24327401"
